user_id,impression_id,variant,clicked,timestamp
u0002,imp0000143,A,0,2024-01-04 22:00:00
u0002,imp0000144,A,0,2024-01-01 01:00:00
u0002,imp0000145,A,0,2024-01-04 03:00:00
u0002,imp0000146,A,0,2024-01-04 21:00:00
u0002,imp0000147,A,0,2024-01-04 14:00:00
u0002,imp0000148,A,0,2024-01-06 03:00:00
u0002,imp0000149,A,0,2024-01-02 13:00:00
u0002,imp0000150,A,0,2024-01-02 17:00:00
u0002,imp0000151,A,0,2024-01-04 05:00:00
u0002,imp0000152,A,0,2024-01-06 11:00:00
u0002,imp0000153,A,0,2024-01-06 20:00:00
u0002,imp0000154,A,0,2024-01-03 16:00:00
u0002,imp0000155,A,0,2024-01-02 12:00:00
u0002,imp0000156,A,0,2024-01-06 03:00:00
u0002,imp0000157,A,0,2024-01-04 21:00:00
u0002,imp0000158,A,0,2024-01-03 18:00:00
u0002,imp0000159,A,0,2024-01-05 06:00:00
u0002,imp0000160,A,0,2024-01-07 21:00:00
u0002,imp0000161,A,0,2024-01-03 10:00:00
u0002,imp0000162,A,0,2024-01-03 02:00:00
u0002,imp0000163,A,0,2024-01-01 09:00:00
u0002,imp0000164,A,0,2024-01-04 21:00:00
u0002,imp0000165,A,0,2024-01-01 21:00:00
u0002,imp0000166,A,0,2024-01-04 10:00:00
u0002,imp0000167,A,0,2024-01-03 19:00:00
u0002,imp0000168,A,0,2024-01-06 00:00:00
u0002,imp0000169,A,0,2024-01-01 05:00:00
u0002,imp0000170,A,0,2024-01-02 18:00:00
u0002,imp0000171,A,0,2024-01-03 23:00:00
u0002,imp0000172,A,0,2024-01-03 09:00:00
u0002,imp0000173,A,0,2024-01-06 06:00:00
u0002,imp0000174,A,0,2024-01-07 09:00:00
u0002,imp0000175,A,0,2024-01-07 05:00:00
u0002,imp0000176,A,0,2024-01-06 10:00:00
u0002,imp0000177,A,0,2024-01-05 14:00:00
u0002,imp0000178,A,0,2024-01-03 03:00:00
u0002,imp0000179,A,0,2024-01-06 06:00:00
u0002,imp0000180,A,0,2024-01-06 00:00:00
u0002,imp0000181,A,0,2024-01-06 23:00:00
u0002,imp0000182,A,0,2024-01-05 04:00:00
u0002,imp0000183,A,0,2024-01-04 16:00:00
u0002,imp0000184,A,0,2024-01-07 15:00:00
u0002,imp0000185,A,0,2024-01-03 23:00:00
u0002,imp0000186,A,0,2024-01-05 02:00:00
u0002,imp0000187,A,0,2024-01-05 20:00:00
u0002,imp0000188,A,0,2024-01-06 08:00:00
u0002,imp0000189,A,0,2024-01-07 10:00:00
u0002,imp0000190,A,0,2024-01-03 16:00:00
u0002,imp0000191,A,0,2024-01-06 00:00:00
u0002,imp0000192,A,0,2024-01-03 20:00:00
u0002,imp0000193,A,0,2024-01-02 20:00:00
u0002,imp0000194,A,0,2024-01-02 02:00:00
u0002,imp0000195,A,0,2024-01-04 11:00:00
u0002,imp0000196,A,1,2024-01-03 00:00:00
u0002,imp0000197,A,0,2024-01-06 00:00:00
u0002,imp0000198,A,0,2024-01-05 17:00:00
u0002,imp0000199,A,1,2024-01-02 18:00:00
u0002,imp0000200,A,0,2024-01-04 23:00:00
u0002,imp0000201,A,0,2024-01-06 06:00:00
u0002,imp0000202,A,0,2024-01-02 23:00:00
u0002,imp0000203,A,0,2024-01-05 22:00:00
u0002,imp0000204,A,0,2024-01-06 15:00:00
u0002,imp0000205,A,0,2024-01-03 10:00:00
u0002,imp0000206,A,0,2024-01-04 22:00:00
u0002,imp0000207,A,0,2024-01-05 04:00:00
u0002,imp0000208,A,0,2024-01-03 00:00:00
u0002,imp0000209,A,0,2024-01-02 07:00:00
u0002,imp0000210,A,0,2024-01-03 20:00:00
u0002,imp0000211,A,0,2024-01-03 17:00:00
u0002,imp0000212,A,0,2024-01-07 11:00:00
u0002,imp0000213,A,0,2024-01-07 04:00:00
u0002,imp0000214,A,0,2024-01-03 01:00:00
u0002,imp0000215,A,0,2024-01-07 23:00:00
u0002,imp0000216,A,0,2024-01-05 09:00:00
u0002,imp0000217,A,1,2024-01-04 13:00:00
u0002,imp0000218,A,0,2024-01-03 07:00:00
u0002,imp0000219,A,0,2024-01-02 03:00:00
u0002,imp0000220,A,0,2024-01-04 20:00:00
u0002,imp0000221,A,0,2024-01-06 01:00:00
u0002,imp0000222,A,0,2024-01-02 06:00:00
u0002,imp0000223,A,0,2024-01-02 17:00:00
u0002,imp0000224,A,0,2024-01-03 01:00:00
u0002,imp0000225,A,0,2024-01-06 12:00:00
u0002,imp0000226,A,0,2024-01-02 07:00:00
u0002,imp0000227,A,0,2024-01-04 06:00:00
u0002,imp0000228,A,0,2024-01-04 18:00:00
u0002,imp0000229,A,0,2024-01-02 00:00:00
u0002,imp0000230,A,0,2024-01-07 05:00:00
u0002,imp0000231,A,0,2024-01-02 01:00:00
u0002,imp0000232,A,0,2024-01-04 00:00:00
u0002,imp0000233,A,0,2024-01-03 19:00:00
u0002,imp0000234,A,0,2024-01-03 14:00:00
u0002,imp0000235,A,1,2024-01-06 13:00:00
u0002,imp0000236,A,0,2024-01-03 02:00:00
u0002,imp0000237,A,1,2024-01-06 05:00:00
u0002,imp0000238,A,0,2024-01-07 12:00:00
u0002,imp0000239,A,0,2024-01-07 05:00:00
u0002,imp0000240,A,0,2024-01-07 01:00:00
u0002,imp0000241,A,0,2024-01-04 16:00:00
u0002,imp0000242,A,0,2024-01-07 18:00:00
u0002,imp0000243,A,1,2024-01-05 09:00:00
u0002,imp0000244,A,0,2024-01-07 17:00:00
u0002,imp0000245,A,0,2024-01-06 02:00:00
u0002,imp0000246,A,0,2024-01-03 12:00:00
u0003,imp0000247,A,0,2024-01-04 18:00:00
u0003,imp0000248,A,0,2024-01-02 18:00:00
u0003,imp0000249,A,0,2024-01-05 06:00:00
u0003,imp0000250,A,0,2024-01-04 22:00:00
u0003,imp0000251,A,0,2024-01-05 12:00:00
u0003,imp0000252,A,0,2024-01-01 09:00:00
u0003,imp0000253,A,0,2024-01-02 14:00:00
u0003,imp0000254,A,0,2024-01-06 02:00:00
u0003,imp0000255,A,0,2024-01-07 17:00:00
u0003,imp0000256,A,0,2024-01-01 21:00:00
u0003,imp0000257,A,0,2024-01-07 15:00:00
u0003,imp0000258,A,0,2024-01-06 18:00:00
u0003,imp0000259,A,0,2024-01-04 10:00:00
u0003,imp0000260,A,0,2024-01-03 12:00:00
u0003,imp0000261,A,0,2024-01-07 11:00:00
u0003,imp0000262,A,0,2024-01-04 18:00:00
u0003,imp0000263,A,0,2024-01-02 17:00:00
u0003,imp0000264,A,0,2024-01-01 01:00:00
u0003,imp0000265,A,0,2024-01-05 12:00:00
u0003,imp0000266,A,0,2024-01-06 04:00:00
u0003,imp0000267,A,0,2024-01-07 14:00:00
u0003,imp0000268,A,0,2024-01-04 05:00:00
u0003,imp0000269,A,0,2024-01-01 15:00:00
u0003,imp0000270,A,0,2024-01-06 20:00:00
u0003,imp0000271,A,0,2024-01-04 06:00:00
u0003,imp0000272,A,0,2024-01-07 04:00:00
u0003,imp0000273,A,1,2024-01-01 22:00:00
u0003,imp0000274,A,0,2024-01-04 04:00:00
u0003,imp0000275,A,0,2024-01-05 09:00:00
u0003,imp0000276,A,0,2024-01-02 20:00:00
u0003,imp0000277,A,0,2024-01-01 03:00:00
u0003,imp0000278,A,0,2024-01-03 15:00:00
u0003,imp0000279,A,0,2024-01-06 00:00:00
u0003,imp0000280,A,0,2024-01-04 17:00:00
u0003,imp0000281,A,0,2024-01-04 04:00:00
u0003,imp0000282,A,0,2024-01-04 14:00:00
u0003,imp0000283,A,0,2024-01-04 21:00:00
u0003,imp0000284,A,0,2024-01-05 17:00:00
u0003,imp0000285,A,0,2024-01-02 18:00:00
u0003,imp0000286,A,0,2024-01-03 16:00:00
u0003,imp0000287,A,0,2024-01-03 06:00:00
u0003,imp0000288,A,0,2024-01-06 23:00:00
u0003,imp0000289,A,0,2024-01-07 19:00:00
u0003,imp0000290,A,0,2024-01-02 19:00:00
u0003,imp0000291,A,0,2024-01-02 04:00:00
u0003,imp0000292,A,0,2024-01-05 02:00:00
u0003,imp0000293,A,0,2024-01-04 12:00:00
u0003,imp0000294,A,1,2024-01-05 19:00:00
u0003,imp0000295,A,0,2024-01-07 10:00:00
u0003,imp0000296,A,0,2024-01-04 12:00:00
u0003,imp0000297,A,0,2024-01-04 13:00:00
u0003,imp0000298,A,0,2024-01-01 03:00:00
u0003,imp0000299,A,0,2024-01-06 22:00:00
u0003,imp0000300,A,0,2024-01-02 23:00:00
u0003,imp0000301,A,0,2024-01-02 23:00:00
u0003,imp0000302,A,0,2024-01-05 23:00:00
u0003,imp0000303,A,0,2024-01-01 18:00:00
u0003,imp0000304,A,0,2024-01-02 17:00:00
u0003,imp0000305,A,1,2024-01-02 23:00:00
u0003,imp0000306,A,0,2024-01-02 01:00:00
u0003,imp0000307,A,0,2024-01-05 12:00:00
u0003,imp0000308,A,0,2024-01-04 14:00:00
u0003,imp0000309,A,0,2024-01-04 00:00:00
u0003,imp0000310,A,0,2024-01-06 10:00:00
u0003,imp0000311,A,0,2024-01-03 10:00:00
u0003,imp0000312,A,0,2024-01-04 10:00:00
u0003,imp0000313,A,0,2024-01-04 13:00:00
u0003,imp0000314,A,0,2024-01-06 16:00:00
u0003,imp0000315,A,0,2024-01-04 15:00:00
u0003,imp0000316,A,0,2024-01-04 04:00:00
u0003,imp0000317,A,0,2024-01-02 02:00:00
u0003,imp0000318,A,0,2024-01-05 21:00:00
u0003,imp0000319,A,0,2024-01-06 14:00:00
u0003,imp0000320,A,0,2024-01-02 05:00:00
u0003,imp0000321,A,0,2024-01-04 09:00:00
u0003,imp0000322,A,0,2024-01-06 13:00:00
u0003,imp0000323,A,0,2024-01-03 10:00:00
u0003,imp0000324,A,0,2024-01-07 14:00:00
u0003,imp0000325,A,0,2024-01-05 07:00:00
u0003,imp0000326,A,0,2024-01-05 05:00:00
u0003,imp0000327,A,0,2024-01-02 22:00:00
u0003,imp0000328,A,0,2024-01-06 23:00:00
u0003,imp0000329,A,0,2024-01-07 07:00:00
u0003,imp0000330,A,0,2024-01-04 02:00:00
u0003,imp0000331,A,0,2024-01-01 06:00:00
u0003,imp0000332,A,1,2024-01-06 10:00:00
u0003,imp0000333,A,0,2024-01-04 16:00:00
u0003,imp0000334,A,1,2024-01-01 02:00:00
u0003,imp0000335,A,0,2024-01-02 06:00:00
u0003,imp0000336,A,0,2024-01-04 02:00:00
u0003,imp0000337,A,0,2024-01-01 02:00:00
u0003,imp0000338,A,0,2024-01-03 06:00:00
u0003,imp0000339,A,0,2024-01-05 03:00:00
u0004,imp0000340,A,0,2024-01-02 15:00:00
u0004,imp0000341,A,0,2024-01-01 06:00:00
u0004,imp0000342,A,0,2024-01-06 02:00:00
u0004,imp0000343,A,0,2024-01-01 00:00:00
u0004,imp0000344,A,0,2024-01-01 06:00:00
u0004,imp0000345,A,0,2024-01-04 21:00:00
u0004,imp0000346,A,0,2024-01-05 01:00:00
u0004,imp0000347,A,0,2024-01-03 04:00:00
u0004,imp0000348,A,0,2024-01-05 05:00:00
u0004,imp0000349,A,0,2024-01-01 00:00:00
u0004,imp0000350,A,0,2024-01-06 01:00:00
u0004,imp0000351,A,0,2024-01-05 08:00:00
u0004,imp0000352,A,0,2024-01-07 23:00:00
u0004,imp0000353,A,0,2024-01-04 09:00:00
u0004,imp0000354,A,0,2024-01-06 16:00:00
u0004,imp0000355,A,0,2024-01-02 08:00:00
u0004,imp0000356,A,0,2024-01-01 03:00:00
u0004,imp0000357,A,0,2024-01-01 15:00:00
u0004,imp0000358,A,0,2024-01-03 21:00:00
u0004,imp0000359,A,0,2024-01-01 06:00:00
u0004,imp0000360,A,0,2024-01-04 01:00:00
u0004,imp0000361,A,0,2024-01-01 05:00:00
u0004,imp0000362,A,0,2024-01-07 23:00:00
u0004,imp0000363,A,0,2024-01-06 22:00:00
u0004,imp0000364,A,0,2024-01-06 12:00:00
u0004,imp0000365,A,0,2024-01-07 06:00:00
u0004,imp0000366,A,0,2024-01-01 09:00:00
u0004,imp0000367,A,0,2024-01-04 12:00:00
u0004,imp0000368,A,0,2024-01-05 21:00:00
u0004,imp0000369,A,0,2024-01-03 17:00:00
u0004,imp0000370,A,0,2024-01-06 22:00:00
u0004,imp0000371,A,0,2024-01-01 19:00:00
u0004,imp0000372,A,0,2024-01-04 06:00:00
u0004,imp0000373,A,0,2024-01-07 00:00:00
u0004,imp0000374,A,0,2024-01-01 21:00:00
u0004,imp0000375,A,0,2024-01-03 09:00:00
u0004,imp0000376,A,1,2024-01-04 05:00:00
u0004,imp0000377,A,0,2024-01-06 00:00:00
u0004,imp0000378,A,0,2024-01-03 00:00:00
u0004,imp0000379,A,0,2024-01-05 06:00:00
u0004,imp0000380,A,0,2024-01-04 20:00:00
u0004,imp0000381,A,0,2024-01-04 14:00:00
u0004,imp0000382,A,0,2024-01-06 18:00:00
u0004,imp0000383,A,1,2024-01-01 12:00:00
u0004,imp0000384,A,0,2024-01-06 07:00:00
u0004,imp0000385,A,0,2024-01-03 02:00:00
u0004,imp0000386,A,0,2024-01-03 11:00:00
u0004,imp0000387,A,0,2024-01-07 23:00:00
u0004,imp0000388,A,0,2024-01-05 00:00:00
u0004,imp0000389,A,0,2024-01-07 06:00:00
u0004,imp0000390,A,0,2024-01-04 11:00:00
u0004,imp0000391,A,0,2024-01-01 07:00:00
u0004,imp0000392,A,0,2024-01-04 16:00:00
u0004,imp0000393,A,1,2024-01-07 12:00:00
u0004,imp0000394,A,0,2024-01-04 16:00:00
u0004,imp0000395,A,0,2024-01-07 07:00:00
u0004,imp0000396,A,0,2024-01-03 13:00:00
u0004,imp0000397,A,0,2024-01-01 06:00:00
u0004,imp0000398,A,0,2024-01-02 21:00:00
u0004,imp0000399,A,0,2024-01-05 09:00:00
u0004,imp0000400,A,0,2024-01-01 06:00:00
u0004,imp0000401,A,0,2024-01-04 06:00:00
u0004,imp0000402,A,0,2024-01-01 01:00:00
u0004,imp0000403,A,0,2024-01-01 20:00:00
u0004,imp0000404,A,0,2024-01-01 23:00:00
u0004,imp0000405,A,0,2024-01-02 18:00:00
u0004,imp0000406,A,0,2024-01-01 04:00:00
u0004,imp0000407,A,1,2024-01-03 22:00:00
u0004,imp0000408,A,0,2024-01-05 19:00:00
u0004,imp0000409,A,0,2024-01-02 10:00:00
u0004,imp0000410,A,0,2024-01-04 06:00:00
u0004,imp0000411,A,0,2024-01-04 02:00:00
u0004,imp0000412,A,0,2024-01-07 00:00:00
u0004,imp0000413,A,0,2024-01-04 12:00:00
u0004,imp0000414,A,0,2024-01-05 21:00:00
u0004,imp0000415,A,0,2024-01-06 01:00:00
u0004,imp0000416,A,0,2024-01-06 19:00:00
u0004,imp0000417,A,0,2024-01-05 23:00:00
u0004,imp0000418,A,0,2024-01-06 06:00:00
u0004,imp0000419,A,0,2024-01-05 04:00:00
u0004,imp0000420,A,1,2024-01-03 14:00:00
u0004,imp0000421,A,0,2024-01-04 07:00:00
u0004,imp0000422,A,0,2024-01-05 18:00:00
u0004,imp0000423,A,0,2024-01-01 18:00:00
u0004,imp0000424,A,0,2024-01-01 17:00:00
u0004,imp0000425,A,0,2024-01-07 06:00:00
u0004,imp0000426,A,0,2024-01-03 09:00:00
u0004,imp0000427,A,0,2024-01-07 04:00:00
u0004,imp0000428,A,0,2024-01-02 04:00:00
u0005,imp0000429,A,0,2024-01-01 18:00:00
u0005,imp0000430,A,0,2024-01-06 12:00:00
u0005,imp0000431,A,0,2024-01-05 20:00:00
u0005,imp0000432,A,0,2024-01-01 09:00:00
u0005,imp0000433,A,0,2024-01-07 06:00:00
u0005,imp0000434,A,0,2024-01-04 22:00:00
u0005,imp0000435,A,0,2024-01-06 07:00:00
u0005,imp0000436,A,0,2024-01-04 19:00:00
u0005,imp0000437,A,0,2024-01-04 22:00:00
u0005,imp0000438,A,0,2024-01-07 08:00:00
u0005,imp0000439,A,0,2024-01-05 07:00:00
u0005,imp0000440,A,0,2024-01-05 05:00:00
u0005,imp0000441,A,0,2024-01-03 09:00:00
u0005,imp0000442,A,0,2024-01-04 21:00:00
u0005,imp0000443,A,0,2024-01-05 13:00:00
u0005,imp0000444,A,0,2024-01-02 16:00:00
u0005,imp0000445,A,0,2024-01-06 16:00:00
u0005,imp0000446,A,0,2024-01-07 10:00:00
u0005,imp0000447,A,0,2024-01-05 12:00:00
u0005,imp0000448,A,0,2024-01-05 09:00:00
u0005,imp0000449,A,0,2024-01-01 06:00:00
u0005,imp0000450,A,0,2024-01-03 00:00:00
u0005,imp0000451,A,0,2024-01-04 16:00:00
u0005,imp0000452,A,0,2024-01-01 18:00:00
u0005,imp0000453,A,0,2024-01-03 11:00:00
u0005,imp0000454,A,0,2024-01-02 04:00:00
u0005,imp0000455,A,1,2024-01-04 10:00:00
u0005,imp0000456,A,0,2024-01-07 10:00:00
u0005,imp0000457,A,0,2024-01-07 18:00:00
u0005,imp0000458,A,0,2024-01-02 10:00:00
u0005,imp0000459,A,0,2024-01-07 13:00:00
u0005,imp0000460,A,0,2024-01-02 23:00:00
u0005,imp0000461,A,0,2024-01-01 16:00:00
u0005,imp0000462,A,0,2024-01-01 14:00:00
u0005,imp0000463,A,0,2024-01-05 15:00:00
u0005,imp0000464,A,0,2024-01-05 00:00:00
u0005,imp0000465,A,0,2024-01-05 22:00:00
u0005,imp0000466,A,0,2024-01-02 23:00:00
u0005,imp0000467,A,0,2024-01-03 18:00:00
u0005,imp0000468,A,0,2024-01-04 13:00:00
u0005,imp0000469,A,0,2024-01-07 09:00:00
u0005,imp0000470,A,0,2024-01-01 08:00:00
u0005,imp0000471,A,0,2024-01-01 06:00:00
u0005,imp0000472,A,0,2024-01-07 13:00:00
u0005,imp0000473,A,1,2024-01-03 06:00:00
u0005,imp0000474,A,0,2024-01-05 21:00:00
u0005,imp0000475,A,0,2024-01-04 04:00:00
u0005,imp0000476,A,0,2024-01-06 13:00:00
u0005,imp0000477,A,0,2024-01-05 21:00:00
u0005,imp0000478,A,0,2024-01-01 23:00:00
u0005,imp0000479,A,0,2024-01-07 22:00:00
u0005,imp0000480,A,0,2024-01-03 14:00:00
u0005,imp0000481,A,0,2024-01-05 09:00:00
u0005,imp0000482,A,0,2024-01-01 13:00:00
u0005,imp0000483,A,0,2024-01-02 14:00:00
u0005,imp0000484,A,0,2024-01-06 23:00:00
u0005,imp0000485,A,1,2024-01-03 02:00:00
u0005,imp0000486,A,1,2024-01-02 13:00:00
u0005,imp0000487,A,1,2024-01-04 16:00:00
u0005,imp0000488,A,0,2024-01-03 23:00:00
u0005,imp0000489,A,0,2024-01-01 15:00:00
u0005,imp0000490,A,0,2024-01-03 16:00:00
u0005,imp0000491,A,0,2024-01-03 12:00:00
u0005,imp0000492,A,0,2024-01-04 22:00:00
u0005,imp0000493,A,0,2024-01-06 15:00:00
u0005,imp0000494,A,0,2024-01-06 12:00:00
u0005,imp0000495,A,0,2024-01-07 21:00:00
u0005,imp0000496,A,0,2024-01-07 05:00:00
u0005,imp0000497,A,0,2024-01-02 07:00:00
u0005,imp0000498,A,0,2024-01-05 23:00:00
u0005,imp0000499,A,0,2024-01-01 02:00:00
u0005,imp0000500,A,0,2024-01-05 21:00:00
u0005,imp0000501,A,0,2024-01-07 04:00:00
u0005,imp0000502,A,0,2024-01-04 23:00:00
u0005,imp0000503,A,0,2024-01-05 05:00:00
u0005,imp0000504,A,0,2024-01-03 17:00:00
u0005,imp0000505,A,0,2024-01-07 07:00:00
u0005,imp0000506,A,0,2024-01-05 14:00:00
u0005,imp0000507,A,0,2024-01-05 09:00:00
u0005,imp0000508,A,1,2024-01-07 21:00:00
u0005,imp0000509,A,0,2024-01-05 17:00:00
u0005,imp0000510,A,0,2024-01-04 21:00:00
u0005,imp0000511,A,0,2024-01-07 22:00:00
u0005,imp0000512,A,0,2024-01-05 08:00:00
u0005,imp0000513,A,0,2024-01-06 19:00:00
u0005,imp0000514,A,0,2024-01-06 07:00:00
u0005,imp0000515,A,0,2024-01-04 15:00:00
u0005,imp0000516,A,0,2024-01-04 06:00:00
