user_id,variant,converted,timestamp
u0446,A,1,2024-01-04 09:00:00
u0447,A,1,2024-01-07 01:00:00
u0448,A,0,2024-01-03 19:00:00
u0449,A,0,2024-01-07 16:00:00
u0450,A,0,2024-01-06 06:00:00
u0451,A,0,2024-01-07 19:00:00
u0452,A,0,2024-01-04 09:00:00
u0453,A,0,2024-01-07 02:00:00
u0454,A,1,2024-01-07 11:00:00
u0455,A,0,2024-01-07 23:00:00
u0456,A,0,2024-01-04 11:00:00
u0457,A,0,2024-01-05 16:00:00
u0458,A,0,2024-01-04 03:00:00
u0459,A,0,2024-01-06 01:00:00
u0460,A,0,2024-01-06 22:00:00
u0461,A,0,2024-01-02 16:00:00
u0462,A,0,2024-01-07 22:00:00
u0463,A,0,2024-01-01 01:00:00
u0464,A,0,2024-01-02 04:00:00
u0465,A,1,2024-01-05 08:00:00
u0466,A,0,2024-01-03 02:00:00
u0467,A,0,2024-01-04 02:00:00
u0468,A,0,2024-01-01 09:00:00
u0469,A,0,2024-01-06 21:00:00
u0470,A,1,2024-01-03 02:00:00
u0471,A,0,2024-01-05 21:00:00
u0472,A,1,2024-01-06 00:00:00
u0473,A,0,2024-01-02 14:00:00
u0474,A,0,2024-01-02 03:00:00
u0475,A,0,2024-01-01 02:00:00
u0476,A,1,2024-01-04 11:00:00
u0477,A,0,2024-01-07 10:00:00
u0478,A,0,2024-01-05 20:00:00
u0479,A,1,2024-01-01 01:00:00
u0480,A,0,2024-01-04 20:00:00
u0481,A,0,2024-01-07 21:00:00
u0482,A,0,2024-01-06 10:00:00
u0483,A,0,2024-01-06 23:00:00
u0484,A,0,2024-01-04 21:00:00
u0485,A,0,2024-01-02 15:00:00
u0486,A,1,2024-01-01 01:00:00
u0487,A,0,2024-01-04 08:00:00
u0488,A,0,2024-01-01 11:00:00
u0489,A,1,2024-01-07 18:00:00
u0490,A,0,2024-01-03 16:00:00
u0491,A,0,2024-01-03 06:00:00
u0492,A,0,2024-01-02 20:00:00
u0493,A,0,2024-01-05 04:00:00
u0494,A,0,2024-01-03 13:00:00
u0495,A,0,2024-01-03 00:00:00
u0496,A,0,2024-01-06 06:00:00
u0497,A,0,2024-01-07 08:00:00
u0498,A,0,2024-01-01 22:00:00
u0499,A,1,2024-01-07 07:00:00
u0500,A,1,2024-01-02 13:00:00
u0501,A,0,2024-01-02 03:00:00
u0502,A,0,2024-01-01 20:00:00
u0503,A,0,2024-01-05 10:00:00
u0504,A,0,2024-01-07 01:00:00
u0505,A,0,2024-01-07 19:00:00
u0506,A,0,2024-01-05 02:00:00
u0507,A,1,2024-01-05 22:00:00
u0508,A,0,2024-01-04 00:00:00
u0509,A,1,2024-01-06 01:00:00
u0510,A,0,2024-01-02 05:00:00
u0511,A,0,2024-01-05 11:00:00
u0512,A,0,2024-01-05 01:00:00
u0513,A,1,2024-01-02 07:00:00
u0514,A,0,2024-01-07 11:00:00
u0515,A,0,2024-01-04 06:00:00
u0516,A,0,2024-01-02 16:00:00
u0517,A,0,2024-01-03 14:00:00
u0518,A,0,2024-01-01 22:00:00
u0519,A,1,2024-01-05 07:00:00
u0520,A,0,2024-01-04 02:00:00
u0521,A,0,2024-01-02 23:00:00
u0522,A,0,2024-01-07 15:00:00
u0523,A,1,2024-01-03 08:00:00
u0524,A,0,2024-01-05 21:00:00
u0525,A,0,2024-01-05 03:00:00
u0526,A,0,2024-01-06 03:00:00
u0527,A,0,2024-01-07 16:00:00
u0528,A,0,2024-01-07 07:00:00
u0529,A,0,2024-01-07 22:00:00
u0530,A,0,2024-01-02 09:00:00
u0531,A,0,2024-01-07 11:00:00
u0532,A,1,2024-01-07 20:00:00
u0533,A,1,2024-01-01 06:00:00
u0534,A,0,2024-01-07 20:00:00
u0535,A,0,2024-01-03 07:00:00
u0536,A,1,2024-01-03 16:00:00
u0537,A,0,2024-01-02 22:00:00
u0538,A,0,2024-01-07 03:00:00
u0539,A,0,2024-01-01 18:00:00
u0540,A,0,2024-01-07 12:00:00
u0541,A,1,2024-01-07 01:00:00
u0542,A,0,2024-01-07 18:00:00
u0543,A,0,2024-01-06 05:00:00
u0544,A,0,2024-01-06 18:00:00
u0545,A,0,2024-01-03 00:00:00
u0546,A,0,2024-01-05 16:00:00
u0547,A,0,2024-01-02 13:00:00
u0548,A,0,2024-01-03 15:00:00
u0549,A,0,2024-01-03 20:00:00
u0550,A,0,2024-01-06 15:00:00
u0551,A,0,2024-01-07 17:00:00
u0552,A,0,2024-01-05 19:00:00
u0553,A,0,2024-01-03 16:00:00
u0554,A,0,2024-01-02 06:00:00
u0555,A,0,2024-01-06 11:00:00
u0556,A,0,2024-01-05 16:00:00
u0557,A,0,2024-01-05 12:00:00
u0558,A,0,2024-01-03 20:00:00
u0559,A,0,2024-01-07 13:00:00
u0560,A,0,2024-01-05 23:00:00
u0561,A,0,2024-01-04 15:00:00
u0562,A,0,2024-01-03 18:00:00
u0563,A,0,2024-01-04 02:00:00
u0564,A,0,2024-01-02 20:00:00
u0565,A,0,2024-01-01 03:00:00
u0566,A,0,2024-01-07 09:00:00
u0567,A,0,2024-01-07 10:00:00
u0568,A,0,2024-01-05 10:00:00
u0569,A,1,2024-01-03 02:00:00
u0570,A,0,2024-01-03 01:00:00
u0571,A,0,2024-01-01 05:00:00
u0572,A,0,2024-01-03 10:00:00
u0573,A,0,2024-01-06 04:00:00
u0574,A,0,2024-01-06 22:00:00
u0575,A,0,2024-01-02 05:00:00
u0576,A,1,2024-01-06 01:00:00
u0577,A,0,2024-01-06 04:00:00
u0578,A,1,2024-01-02 12:00:00
u0579,A,0,2024-01-06 03:00:00
u0580,A,0,2024-01-05 04:00:00
u0581,A,0,2024-01-02 10:00:00
u0582,A,1,2024-01-04 14:00:00
u0583,A,0,2024-01-06 13:00:00
u0584,A,0,2024-01-01 17:00:00
u0585,A,0,2024-01-05 16:00:00
u0586,A,0,2024-01-02 04:00:00
u0587,A,0,2024-01-04 04:00:00
u0588,A,0,2024-01-03 10:00:00
u0589,A,0,2024-01-06 05:00:00
u0590,A,0,2024-01-07 00:00:00
u0591,A,0,2024-01-05 12:00:00
u0592,A,0,2024-01-01 21:00:00
u0593,A,0,2024-01-03 19:00:00
u0594,A,0,2024-01-03 20:00:00
u0595,A,0,2024-01-07 20:00:00
u0596,A,0,2024-01-03 00:00:00
u0597,A,0,2024-01-06 20:00:00
u0598,A,0,2024-01-07 17:00:00
u0599,A,0,2024-01-05 12:00:00
u0600,A,0,2024-01-04 13:00:00
u0601,A,0,2024-01-03 04:00:00
u0602,A,0,2024-01-06 02:00:00
u0603,A,0,2024-01-04 14:00:00
u0604,A,0,2024-01-06 10:00:00
u0605,A,0,2024-01-02 17:00:00
u0606,A,0,2024-01-05 01:00:00
u0607,A,0,2024-01-07 15:00:00
u0608,A,0,2024-01-05 12:00:00
u0609,A,0,2024-01-03 02:00:00
u0610,A,0,2024-01-04 12:00:00
u0611,A,0,2024-01-06 06:00:00
u0612,A,0,2024-01-01 20:00:00
u0613,A,0,2024-01-02 19:00:00
u0614,A,0,2024-01-06 18:00:00
u0615,A,0,2024-01-05 06:00:00
u0616,A,1,2024-01-03 19:00:00
u0617,A,0,2024-01-06 08:00:00
u0618,A,0,2024-01-04 19:00:00
u0619,A,0,2024-01-01 23:00:00
u0620,A,0,2024-01-06 04:00:00
u0621,A,0,2024-01-06 20:00:00
u0622,A,0,2024-01-05 14:00:00
u0623,A,0,2024-01-05 01:00:00
u0624,A,0,2024-01-06 18:00:00
u0625,A,0,2024-01-01 16:00:00
u0626,A,0,2024-01-05 02:00:00
u0627,A,0,2024-01-04 09:00:00
u0628,A,0,2024-01-05 07:00:00
u0629,A,0,2024-01-07 07:00:00
u0630,A,0,2024-01-01 18:00:00
u0631,A,0,2024-01-07 20:00:00
u0632,A,0,2024-01-04 12:00:00
u0633,A,0,2024-01-01 07:00:00
u0634,A,0,2024-01-02 03:00:00
u0635,A,0,2024-01-01 04:00:00
u0636,A,0,2024-01-07 00:00:00
u0637,A,0,2024-01-05 04:00:00
u0638,A,0,2024-01-07 19:00:00
u0639,A,0,2024-01-05 21:00:00
u0640,A,0,2024-01-07 02:00:00
u0641,A,0,2024-01-03 15:00:00
u0642,A,0,2024-01-04 18:00:00
u0643,A,0,2024-01-05 20:00:00
u0644,A,0,2024-01-05 01:00:00
u0645,A,0,2024-01-01 10:00:00
u0646,A,0,2024-01-03 05:00:00
u0647,A,0,2024-01-02 22:00:00
u0648,A,0,2024-01-06 19:00:00
u0649,A,0,2024-01-07 04:00:00
u0650,A,0,2024-01-06 18:00:00
u0651,A,0,2024-01-01 04:00:00
u0652,A,0,2024-01-01 19:00:00
u0653,A,0,2024-01-02 21:00:00
u0654,A,0,2024-01-01 11:00:00
u0655,A,0,2024-01-03 21:00:00
u0656,A,0,2024-01-01 16:00:00
u0657,A,0,2024-01-05 18:00:00
u0658,A,0,2024-01-07 02:00:00
u0659,A,0,2024-01-07 09:00:00
u0660,A,0,2024-01-02 23:00:00
u0661,A,0,2024-01-05 11:00:00
u0662,A,1,2024-01-03 03:00:00
u0663,A,0,2024-01-04 23:00:00
u0664,A,0,2024-01-03 21:00:00
u0665,A,0,2024-01-05 05:00:00
