user_id,session_id,variant,session_revenue,timestamp
u0038,sess0000078,A,11.88,2024-01-05 13:00:00
u0046,sess0000079,A,12.16,2024-01-07 12:00:00
u0046,sess0000080,A,11.49,2024-01-07 21:00:00
u0046,sess0000081,A,5.98,2024-01-06 06:00:00
u0046,sess0000082,A,0.48,2024-01-06 15:00:00
u0046,sess0000083,A,8.3,2024-01-07 10:00:00
u0046,sess0000084,A,8.31,2024-01-07 01:00:00
u0046,sess0000085,A,7.51,2024-01-06 21:00:00
u0046,sess0000086,A,7.31,2024-01-06 18:00:00
u0046,sess0000087,A,15.43,2024-01-06 13:00:00
u0046,sess0000088,A,8.84,2024-01-05 17:00:00
u0047,sess0000089,A,11.48,2024-01-05 22:00:00
u0047,sess0000090,A,15.54,2024-01-04 19:00:00
u0047,sess0000091,A,15.75,2024-01-05 17:00:00
u0047,sess0000092,A,16.45,2024-01-07 04:00:00
u0047,sess0000093,A,3.66,2024-01-05 07:00:00
u0047,sess0000094,A,8.29,2024-01-05 02:00:00
u0047,sess0000095,A,13.88,2024-01-04 00:00:00
u0047,sess0000096,A,7.87,2024-01-07 00:00:00
u0047,sess0000097,A,12.77,2024-01-02 23:00:00
u0047,sess0000098,A,12.1,2024-01-01 22:00:00
u0052,sess0000099,A,11.22,2024-01-05 15:00:00
u0052,sess0000100,A,21.48,2024-01-05 09:00:00
u0052,sess0000101,A,12.36,2024-01-03 11:00:00
u0052,sess0000102,A,14.55,2024-01-03 03:00:00
u0062,sess0000103,A,8.4,2024-01-06 19:00:00
u0062,sess0000104,A,12.49,2024-01-06 20:00:00
u0062,sess0000105,A,9.8,2024-01-07 12:00:00
u0063,sess0000106,A,17.67,2024-01-07 18:00:00
u0063,sess0000107,A,3.83,2024-01-04 03:00:00
u0063,sess0000108,A,2.74,2024-01-03 12:00:00
u0063,sess0000109,A,7.96,2024-01-06 00:00:00
u0063,sess0000110,A,9.2,2024-01-03 10:00:00
u0065,sess0000111,A,5.9,2024-01-02 07:00:00
u0065,sess0000112,A,11.68,2024-01-02 13:00:00
u0070,sess0000113,A,6.83,2024-01-06 20:00:00
u0070,sess0000114,A,12.86,2024-01-04 12:00:00
u0070,sess0000115,A,3.91,2024-01-02 14:00:00
u0070,sess0000116,A,11.98,2024-01-01 22:00:00
u0070,sess0000117,A,18.26,2024-01-06 21:00:00
u0072,sess0000118,A,6.23,2024-01-07 00:00:00
u0072,sess0000119,A,17.79,2024-01-02 09:00:00
u0072,sess0000120,A,10.94,2024-01-05 15:00:00
u0072,sess0000121,A,9.68,2024-01-01 12:00:00
u0072,sess0000122,A,19.14,2024-01-04 07:00:00
u0072,sess0000123,A,1.64,2024-01-01 15:00:00
u0072,sess0000124,A,6.43,2024-01-07 05:00:00
u0072,sess0000125,A,13.69,2024-01-02 12:00:00
u0074,sess0000126,A,8.58,2024-01-04 05:00:00
u0076,sess0000127,A,15.88,2024-01-01 14:00:00
u0076,sess0000128,A,15.67,2024-01-06 16:00:00
u0076,sess0000129,A,6.8,2024-01-05 22:00:00
u0076,sess0000130,A,15.45,2024-01-05 15:00:00
u0076,sess0000131,A,10.86,2024-01-01 05:00:00
u0076,sess0000132,A,4.29,2024-01-04 10:00:00
u0076,sess0000133,A,9.84,2024-01-02 03:00:00
u0076,sess0000134,A,0.0,2024-01-03 19:00:00
u0076,sess0000135,A,6.5,2024-01-05 17:00:00
u0079,sess0000136,A,11.06,2024-01-03 09:00:00
u0079,sess0000137,A,17.36,2024-01-06 08:00:00
u0079,sess0000138,A,11.44,2024-01-02 14:00:00
u0079,sess0000139,A,7.48,2024-01-05 09:00:00
u0079,sess0000140,A,9.47,2024-01-01 00:00:00
u0079,sess0000141,A,12.81,2024-01-07 06:00:00
u0082,sess0000142,A,0.89,2024-01-07 05:00:00
u0082,sess0000143,A,15.48,2024-01-01 18:00:00
u0082,sess0000144,A,7.86,2024-01-03 13:00:00
u0082,sess0000145,A,12.78,2024-01-05 14:00:00
u0082,sess0000146,A,15.42,2024-01-06 12:00:00
u0082,sess0000147,A,6.27,2024-01-03 22:00:00
u0082,sess0000148,A,8.0,2024-01-01 06:00:00
u0090,sess0000149,A,12.82,2024-01-04 03:00:00
u0090,sess0000150,A,4.19,2024-01-04 01:00:00
u0090,sess0000151,A,0.92,2024-01-04 21:00:00
u0090,sess0000152,A,15.87,2024-01-03 20:00:00
u0093,sess0000153,A,4.75,2024-01-01 19:00:00
u0093,sess0000154,A,17.93,2024-01-07 09:00:00
u0095,sess0000155,A,16.16,2024-01-07 17:00:00
u0095,sess0000156,A,12.97,2024-01-04 15:00:00
u0095,sess0000157,A,15.72,2024-01-02 23:00:00
u0095,sess0000158,A,2.11,2024-01-01 15:00:00
u0095,sess0000159,A,2.53,2024-01-02 21:00:00
u0095,sess0000160,A,13.63,2024-01-07 08:00:00
u0095,sess0000161,A,13.84,2024-01-04 21:00:00
u0095,sess0000162,A,10.18,2024-01-05 17:00:00
u0096,sess0000163,A,12.39,2024-01-02 14:00:00
u0096,sess0000164,A,5.41,2024-01-06 14:00:00
u0096,sess0000165,A,14.02,2024-01-01 15:00:00
u0096,sess0000166,A,8.53,2024-01-01 20:00:00
u0096,sess0000167,A,9.46,2024-01-06 02:00:00
u0096,sess0000168,A,10.91,2024-01-06 15:00:00
u0096,sess0000169,A,1.94,2024-01-03 07:00:00
u0100,sess0000170,A,18.36,2024-01-04 08:00:00
u0100,sess0000171,A,8.07,2024-01-03 21:00:00
u0100,sess0000172,A,13.63,2024-01-06 07:00:00
u0102,sess0000173,A,22.13,2024-01-06 00:00:00
u0102,sess0000174,A,11.84,2024-01-05 04:00:00
u0102,sess0000175,A,10.3,2024-01-06 05:00:00
u0105,sess0000176,A,8.01,2024-01-01 21:00:00
u0105,sess0000177,A,8.95,2024-01-06 20:00:00
u0105,sess0000178,A,13.04,2024-01-04 05:00:00
u0105,sess0000179,A,9.58,2024-01-02 03:00:00
u0107,sess0000180,A,15.48,2024-01-02 21:00:00
u0109,sess0000181,A,12.42,2024-01-01 16:00:00
u0109,sess0000182,A,15.03,2024-01-03 10:00:00
u0110,sess0000183,A,10.44,2024-01-05 08:00:00
u0113,sess0000184,A,11.66,2024-01-01 23:00:00
u0113,sess0000185,A,8.47,2024-01-04 03:00:00
u0113,sess0000186,A,5.1,2024-01-04 13:00:00
u0113,sess0000187,A,10.3,2024-01-02 18:00:00
u0113,sess0000188,A,14.96,2024-01-06 00:00:00
u0113,sess0000189,A,0.0,2024-01-03 14:00:00
u0113,sess0000190,A,6.55,2024-01-03 03:00:00
u0113,sess0000191,A,4.63,2024-01-01 20:00:00
u0113,sess0000192,A,13.23,2024-01-02 18:00:00
u0113,sess0000193,A,9.63,2024-01-04 14:00:00
u0114,sess0000194,A,11.59,2024-01-02 06:00:00
u0114,sess0000195,A,10.51,2024-01-06 17:00:00
u0114,sess0000196,A,6.23,2024-01-01 06:00:00
u0114,sess0000197,A,12.54,2024-01-01 15:00:00
u0114,sess0000198,A,14.85,2024-01-05 19:00:00
u0114,sess0000199,A,13.99,2024-01-07 23:00:00
u0117,sess0000200,A,8.89,2024-01-01 15:00:00
u0117,sess0000201,A,6.08,2024-01-03 19:00:00
u0117,sess0000202,A,13.54,2024-01-04 19:00:00
u0117,sess0000203,A,12.19,2024-01-03 04:00:00
u0117,sess0000204,A,12.24,2024-01-03 00:00:00
u0117,sess0000205,A,5.05,2024-01-03 07:00:00
u0119,sess0000206,A,8.57,2024-01-05 23:00:00
u0119,sess0000207,A,14.91,2024-01-03 20:00:00
u0119,sess0000208,A,17.25,2024-01-05 01:00:00
u0119,sess0000209,A,16.88,2024-01-07 03:00:00
u0119,sess0000210,A,10.42,2024-01-07 13:00:00
u0119,sess0000211,A,17.42,2024-01-01 02:00:00
u0123,sess0000212,A,7.65,2024-01-04 06:00:00
u0123,sess0000213,A,3.75,2024-01-05 15:00:00
u0123,sess0000214,A,6.74,2024-01-06 12:00:00
u0123,sess0000215,A,13.02,2024-01-05 12:00:00
u0123,sess0000216,A,13.14,2024-01-01 15:00:00
u0124,sess0000217,A,10.13,2024-01-02 22:00:00
u0124,sess0000218,A,10.67,2024-01-02 23:00:00
u0124,sess0000219,A,12.57,2024-01-03 01:00:00
u0125,sess0000220,A,13.75,2024-01-02 16:00:00
u0125,sess0000221,A,10.03,2024-01-01 04:00:00
u0125,sess0000222,A,14.92,2024-01-07 00:00:00
u0125,sess0000223,A,8.06,2024-01-04 19:00:00
u0125,sess0000224,A,3.17,2024-01-07 18:00:00
u0125,sess0000225,A,2.07,2024-01-03 04:00:00
u0125,sess0000226,A,5.23,2024-01-04 20:00:00
u0129,sess0000227,A,5.12,2024-01-03 00:00:00
u0129,sess0000228,A,6.16,2024-01-03 22:00:00
u0129,sess0000229,A,15.45,2024-01-01 20:00:00
u0131,sess0000230,A,6.19,2024-01-02 01:00:00
u0132,sess0000231,A,17.17,2024-01-07 16:00:00
u0132,sess0000232,A,6.52,2024-01-02 15:00:00
u0132,sess0000233,A,8.56,2024-01-04 01:00:00
u0132,sess0000234,A,10.32,2024-01-06 19:00:00
u0132,sess0000235,A,11.77,2024-01-06 16:00:00
u0132,sess0000236,A,3.32,2024-01-06 22:00:00
u0132,sess0000237,A,14.68,2024-01-03 22:00:00
u0132,sess0000238,A,9.04,2024-01-07 15:00:00
u0132,sess0000239,A,5.6,2024-01-02 07:00:00
u0137,sess0000240,A,6.72,2024-01-01 08:00:00
u0137,sess0000241,A,6.18,2024-01-04 23:00:00
u0137,sess0000242,A,10.58,2024-01-04 10:00:00
u0137,sess0000243,A,7.21,2024-01-01 17:00:00
u0138,sess0000244,A,4.84,2024-01-06 20:00:00
u0138,sess0000245,A,9.91,2024-01-03 11:00:00
u0138,sess0000246,A,9.41,2024-01-03 11:00:00
u0138,sess0000247,A,13.31,2024-01-02 09:00:00
u0138,sess0000248,A,5.48,2024-01-02 09:00:00
u0138,sess0000249,A,12.09,2024-01-07 13:00:00
u0138,sess0000250,A,0.0,2024-01-05 13:00:00
u0153,sess0000251,A,11.5,2024-01-03 22:00:00
u0153,sess0000252,A,1.72,2024-01-05 17:00:00
u0153,sess0000253,A,2.15,2024-01-06 22:00:00
u0153,sess0000254,A,17.64,2024-01-05 00:00:00
u0153,sess0000255,A,7.0,2024-01-03 12:00:00
u0153,sess0000256,A,16.18,2024-01-05 11:00:00
u0155,sess0000257,A,12.07,2024-01-02 12:00:00
u0155,sess0000258,A,11.21,2024-01-06 14:00:00
u0155,sess0000259,A,15.03,2024-01-01 20:00:00
u0156,sess0000260,A,25.34,2024-01-04 21:00:00
u0156,sess0000261,A,9.06,2024-01-07 12:00:00
u0156,sess0000262,A,4.81,2024-01-07 08:00:00
u0156,sess0000263,A,8.91,2024-01-07 13:00:00
u0160,sess0000264,A,13.9,2024-01-07 01:00:00
u0160,sess0000265,A,12.9,2024-01-04 10:00:00
u0160,sess0000266,A,12.34,2024-01-06 23:00:00
u0160,sess0000267,A,9.55,2024-01-01 14:00:00
u0160,sess0000268,A,18.04,2024-01-03 15:00:00
u0160,sess0000269,A,8.26,2024-01-05 21:00:00
u0160,sess0000270,A,5.79,2024-01-01 19:00:00
u0160,sess0000271,A,1.33,2024-01-07 19:00:00
u0160,sess0000272,A,0.0,2024-01-04 21:00:00
u0160,sess0000273,A,12.03,2024-01-03 14:00:00
u0165,sess0000274,A,7.5,2024-01-04 12:00:00
u0165,sess0000275,A,8.15,2024-01-04 22:00:00
u0165,sess0000276,A,14.1,2024-01-04 10:00:00
u0169,sess0000277,A,12.83,2024-01-06 03:00:00
u0169,sess0000278,A,15.07,2024-01-06 19:00:00
u0169,sess0000279,A,12.25,2024-01-07 23:00:00
u0169,sess0000280,A,11.6,2024-01-01 05:00:00
u0169,sess0000281,A,0.67,2024-01-06 01:00:00
u0169,sess0000282,A,6.2,2024-01-07 04:00:00
u0172,sess0000283,A,12.38,2024-01-07 00:00:00
u0172,sess0000284,A,8.47,2024-01-06 15:00:00
u0173,sess0000285,A,18.35,2024-01-01 12:00:00
u0173,sess0000286,A,21.02,2024-01-07 21:00:00
u0173,sess0000287,A,7.89,2024-01-04 13:00:00
u0173,sess0000288,A,5.54,2024-01-01 20:00:00
u0173,sess0000289,A,15.02,2024-01-05 14:00:00
u0175,sess0000290,A,25.51,2024-01-04 03:00:00
u0175,sess0000291,A,7.42,2024-01-07 07:00:00
u0175,sess0000292,A,5.37,2024-01-01 06:00:00
u0175,sess0000293,A,20.18,2024-01-06 10:00:00
u0184,sess0000294,A,17.38,2024-01-05 07:00:00
u0184,sess0000295,A,3.08,2024-01-01 00:00:00
u0184,sess0000296,A,11.12,2024-01-07 21:00:00
u0188,sess0000297,A,4.54,2024-01-01 21:00:00
u0188,sess0000298,A,8.37,2024-01-01 15:00:00
u0188,sess0000299,A,5.91,2024-01-04 14:00:00
u0188,sess0000300,A,10.62,2024-01-04 05:00:00
u0188,sess0000301,A,1.78,2024-01-02 08:00:00
u0188,sess0000302,A,11.59,2024-01-05 18:00:00
u0188,sess0000303,A,15.5,2024-01-05 00:00:00
u0189,sess0000304,A,9.53,2024-01-01 23:00:00
u0189,sess0000305,A,19.38,2024-01-01 22:00:00
u0189,sess0000306,A,10.52,2024-01-07 16:00:00
u0189,sess0000307,A,4.41,2024-01-07 12:00:00
u0189,sess0000308,A,14.62,2024-01-07 14:00:00
u0189,sess0000309,A,10.36,2024-01-01 05:00:00
u0190,sess0000310,A,9.46,2024-01-02 15:00:00
u0190,sess0000311,A,4.36,2024-01-02 07:00:00
u0190,sess0000312,A,5.41,2024-01-01 09:00:00
u0190,sess0000313,A,17.09,2024-01-06 18:00:00
u0190,sess0000314,A,3.48,2024-01-05 02:00:00
u0190,sess0000315,A,14.59,2024-01-06 02:00:00
u0190,sess0000316,A,15.72,2024-01-05 05:00:00
u0190,sess0000317,A,7.18,2024-01-07 16:00:00
u0190,sess0000318,A,0.0,2024-01-01 18:00:00
u0190,sess0000319,A,8.04,2024-01-01 16:00:00
u0192,sess0000320,A,10.14,2024-01-03 12:00:00
u0192,sess0000321,A,12.92,2024-01-05 06:00:00
u0192,sess0000322,A,5.19,2024-01-03 17:00:00
u0192,sess0000323,A,0.0,2024-01-05 22:00:00
u0196,sess0000324,A,6.18,2024-01-06 13:00:00
u0196,sess0000325,A,11.68,2024-01-01 20:00:00
u0196,sess0000326,A,12.26,2024-01-03 02:00:00
u0196,sess0000327,A,9.64,2024-01-03 19:00:00
u0196,sess0000328,A,14.94,2024-01-05 10:00:00
u0196,sess0000329,A,15.47,2024-01-01 01:00:00
u0196,sess0000330,A,9.27,2024-01-01 00:00:00
u0196,sess0000331,A,15.44,2024-01-04 19:00:00
u0202,sess0000332,A,0.75,2024-01-01 17:00:00
u0202,sess0000333,A,13.13,2024-01-02 08:00:00
u0202,sess0000334,A,13.74,2024-01-04 00:00:00
u0202,sess0000335,A,8.34,2024-01-06 17:00:00
u0202,sess0000336,A,10.4,2024-01-01 13:00:00
u0202,sess0000337,A,5.88,2024-01-07 01:00:00
u0208,sess0000338,A,7.15,2024-01-01 15:00:00
u0208,sess0000339,A,15.28,2024-01-05 15:00:00
u0208,sess0000340,A,11.04,2024-01-04 21:00:00
u0208,sess0000341,A,8.06,2024-01-03 18:00:00
u0208,sess0000342,A,8.76,2024-01-07 01:00:00
u0208,sess0000343,A,19.77,2024-01-07 06:00:00
u0208,sess0000344,A,16.46,2024-01-02 10:00:00
u0208,sess0000345,A,11.1,2024-01-03 12:00:00
u0208,sess0000346,A,6.99,2024-01-04 15:00:00
u0208,sess0000347,A,0.35,2024-01-06 12:00:00
u0209,sess0000348,A,9.57,2024-01-03 15:00:00
u0209,sess0000349,A,11.98,2024-01-06 10:00:00
u0210,sess0000350,A,7.86,2024-01-02 04:00:00
u0210,sess0000351,A,9.33,2024-01-07 19:00:00
u0210,sess0000352,A,6.41,2024-01-05 16:00:00
u0210,sess0000353,A,12.12,2024-01-07 17:00:00
u0210,sess0000354,A,7.18,2024-01-03 18:00:00
u0213,sess0000355,A,1.51,2024-01-02 04:00:00
u0213,sess0000356,A,8.89,2024-01-03 11:00:00
u0213,sess0000357,A,15.27,2024-01-05 20:00:00
u0213,sess0000358,A,8.81,2024-01-01 08:00:00
u0213,sess0000359,A,16.95,2024-01-05 05:00:00
u0236,sess0000360,A,19.76,2024-01-03 09:00:00
u0236,sess0000361,A,3.87,2024-01-05 16:00:00
u0236,sess0000362,A,12.17,2024-01-07 17:00:00
u0236,sess0000363,A,15.0,2024-01-05 00:00:00
u0236,sess0000364,A,14.37,2024-01-06 15:00:00
u0243,sess0000365,A,16.99,2024-01-03 05:00:00
u0243,sess0000366,A,3.63,2024-01-01 20:00:00
u0243,sess0000367,A,1.69,2024-01-01 13:00:00
u0246,sess0000368,A,5.63,2024-01-01 01:00:00
u0246,sess0000369,A,6.79,2024-01-04 18:00:00
u0246,sess0000370,A,18.29,2024-01-06 15:00:00
u0246,sess0000371,A,11.71,2024-01-04 06:00:00
u0247,sess0000372,A,6.76,2024-01-04 17:00:00
u0247,sess0000373,A,9.65,2024-01-06 21:00:00
u0247,sess0000374,A,18.49,2024-01-06 08:00:00
u0247,sess0000375,A,2.8,2024-01-03 04:00:00
u0247,sess0000376,A,0.28,2024-01-05 21:00:00
u0247,sess0000377,A,4.21,2024-01-07 13:00:00
u0251,sess0000378,A,15.68,2024-01-04 04:00:00
u0251,sess0000379,A,5.97,2024-01-05 02:00:00
u0251,sess0000380,A,8.17,2024-01-07 02:00:00
u0251,sess0000381,A,16.92,2024-01-06 00:00:00
u0251,sess0000382,A,11.98,2024-01-07 19:00:00
u0251,sess0000383,A,17.0,2024-01-06 07:00:00
u0251,sess0000384,A,9.6,2024-01-06 14:00:00
u0257,sess0000385,A,14.5,2024-01-02 11:00:00
u0258,sess0000386,A,6.15,2024-01-04 15:00:00
u0258,sess0000387,A,7.4,2024-01-06 14:00:00
u0258,sess0000388,A,6.03,2024-01-03 17:00:00
u0258,sess0000389,A,13.82,2024-01-06 10:00:00
u0260,sess0000390,A,14.69,2024-01-06 06:00:00
u0260,sess0000391,A,11.41,2024-01-01 10:00:00
u0260,sess0000392,A,3.06,2024-01-01 21:00:00
u0260,sess0000393,A,12.55,2024-01-06 10:00:00
u0260,sess0000394,A,12.89,2024-01-07 13:00:00
u0264,sess0000395,A,0.2,2024-01-04 14:00:00
u0264,sess0000396,A,14.17,2024-01-05 21:00:00
u0264,sess0000397,A,9.76,2024-01-02 04:00:00
u0264,sess0000398,A,8.73,2024-01-07 19:00:00
u0264,sess0000399,A,16.52,2024-01-04 12:00:00
u0265,sess0000400,A,7.82,2024-01-04 16:00:00
u0265,sess0000401,A,15.71,2024-01-07 09:00:00
u0265,sess0000402,A,10.57,2024-01-03 04:00:00
u0265,sess0000403,A,7.17,2024-01-06 17:00:00
u0265,sess0000404,A,12.99,2024-01-02 06:00:00
u0265,sess0000405,A,6.93,2024-01-01 19:00:00
u0265,sess0000406,A,5.99,2024-01-06 04:00:00
u0265,sess0000407,A,4.14,2024-01-01 08:00:00
u0266,sess0000408,A,18.65,2024-01-03 22:00:00
u0266,sess0000409,A,12.43,2024-01-04 11:00:00
u0266,sess0000410,A,9.82,2024-01-05 23:00:00
u0266,sess0000411,A,0.0,2024-01-02 18:00:00
u0266,sess0000412,A,16.66,2024-01-04 23:00:00
u0266,sess0000413,A,0.0,2024-01-01 07:00:00
u0266,sess0000414,A,15.14,2024-01-06 01:00:00
u0267,sess0000415,A,9.02,2024-01-01 05:00:00
u0267,sess0000416,A,14.59,2024-01-06 02:00:00
u0268,sess0000417,A,11.26,2024-01-07 22:00:00
u0268,sess0000418,A,12.44,2024-01-03 14:00:00
u0268,sess0000419,A,9.32,2024-01-01 15:00:00
u0272,sess0000420,A,12.25,2024-01-05 02:00:00
u0272,sess0000421,A,2.95,2024-01-04 20:00:00
u0272,sess0000422,A,10.4,2024-01-05 01:00:00
u0273,sess0000423,A,4.31,2024-01-06 16:00:00
u0273,sess0000424,A,17.08,2024-01-02 01:00:00
u0273,sess0000425,A,16.93,2024-01-03 13:00:00
u0273,sess0000426,A,15.81,2024-01-04 11:00:00
u0273,sess0000427,A,5.59,2024-01-01 13:00:00
u0273,sess0000428,A,7.66,2024-01-04 13:00:00
u0273,sess0000429,A,14.09,2024-01-05 05:00:00
u0273,sess0000430,A,13.3,2024-01-01 19:00:00
u0273,sess0000431,A,1.95,2024-01-05 01:00:00
u0273,sess0000432,A,16.33,2024-01-06 00:00:00
u0283,sess0000433,A,12.8,2024-01-03 01:00:00
u0283,sess0000434,A,16.41,2024-01-01 09:00:00
u0283,sess0000435,A,14.26,2024-01-05 10:00:00
u0283,sess0000436,A,2.43,2024-01-06 18:00:00
u0283,sess0000437,A,5.69,2024-01-06 08:00:00
u0283,sess0000438,A,10.41,2024-01-07 04:00:00
u0283,sess0000439,A,11.63,2024-01-04 00:00:00
u0283,sess0000440,A,12.94,2024-01-01 00:00:00
u0286,sess0000441,A,4.12,2024-01-03 16:00:00
u0286,sess0000442,A,18.11,2024-01-03 14:00:00
u0286,sess0000443,A,13.96,2024-01-03 20:00:00
u0286,sess0000444,A,4.67,2024-01-07 12:00:00
u0286,sess0000445,A,15.12,2024-01-06 23:00:00
u0286,sess0000446,A,7.67,2024-01-05 03:00:00
u0286,sess0000447,A,7.11,2024-01-07 03:00:00
u0286,sess0000448,A,3.37,2024-01-07 19:00:00
u0286,sess0000449,A,13.37,2024-01-02 23:00:00
u0288,sess0000450,A,10.81,2024-01-06 09:00:00
u0288,sess0000451,A,12.61,2024-01-07 18:00:00
u0288,sess0000452,A,0.0,2024-01-05 14:00:00
u0288,sess0000453,A,1.17,2024-01-06 11:00:00
u0295,sess0000454,A,11.49,2024-01-05 16:00:00
u0295,sess0000455,A,3.28,2024-01-07 11:00:00
u0295,sess0000456,A,1.35,2024-01-01 06:00:00
u0295,sess0000457,A,4.37,2024-01-02 11:00:00
u0298,sess0000458,A,17.31,2024-01-01 17:00:00
u0298,sess0000459,A,0.0,2024-01-02 00:00:00
u0298,sess0000460,A,12.97,2024-01-02 08:00:00
u0298,sess0000461,A,9.65,2024-01-06 16:00:00
u0298,sess0000462,A,14.32,2024-01-03 18:00:00
u0298,sess0000463,A,9.79,2024-01-04 20:00:00
u0298,sess0000464,A,8.48,2024-01-05 11:00:00
u0298,sess0000465,A,3.74,2024-01-07 18:00:00
u0298,sess0000466,A,3.78,2024-01-06 21:00:00
u0300,sess0000467,A,5.92,2024-01-02 17:00:00
u0300,sess0000468,A,20.61,2024-01-02 13:00:00
u0300,sess0000469,A,5.72,2024-01-07 07:00:00
u0300,sess0000470,A,12.0,2024-01-04 23:00:00
u0300,sess0000471,A,10.13,2024-01-05 11:00:00
u0300,sess0000472,A,12.0,2024-01-05 22:00:00
u0300,sess0000473,A,11.21,2024-01-04 06:00:00
u0300,sess0000474,A,21.68,2024-01-07 06:00:00
u0304,sess0000475,A,9.43,2024-01-05 07:00:00
u0304,sess0000476,A,9.94,2024-01-02 04:00:00
u0304,sess0000477,A,17.31,2024-01-04 21:00:00
u0304,sess0000478,A,9.33,2024-01-04 06:00:00
u0304,sess0000479,A,12.19,2024-01-06 17:00:00
u0304,sess0000480,A,15.12,2024-01-07 02:00:00
u0304,sess0000481,A,14.0,2024-01-06 11:00:00
